gene_1,gene_2,a1,a2,a3,a4,a5,a6
Potri.018G018600,Potri.006G264300,1,0,0.84428,1,popSegDup_10,0.06358
Potri.018G018400,Potri.006G264500,1,0,0.94303,1,popSegDup_10,0.1337
Potri.018G018200,Potri.006G264600,1,0,0.61261,1,popSegDup_10,0.06829
Potri.018G018100,Potri.006G264700,1,0,0.86301,1,popSegDup_10,0.10913
NaN,Potri.006G265100,1,0,0.91235,1,popSegDup_10,0.08623
Potri.018G017600,Potri.006G265300,1,0,0.78744,1,popSegDup_10,0.0921
Potri.018G017400,Potri.006G265500,1,0,0.79431,1,popSegDup_10,0.11622
Potri.018G017300,Potri.006G265600,1,0,0.9537,1,popSegDup_10,*
Potri.018G017200,Potri.006G265700,1,0,0.83121,1,popSegDup_10,0.06908
Potri.018G017000,Potri.006G266100,1,0,0.82958,1,popSegDup_10,0.15055
Potri.018G016900,Potri.006G266200,1,0,0.90909,1,popSegDup_10,0
Potri.018G016800,Potri.006G266300,1,0,0.94851,1,popSegDup_10,0.11157
Potri.018G016600,Potri.006G266500,1,0,0.66786,1,popSegDup_10,0.11062
Potri.018G016500,Potri.006G266600,1,0,0.62803,1,popSegDup_10,0.13597
Potri.018G016400,Potri.006G266800,1,0,0.68404,1,popSegDup_10,0.06068
Potri.018G015700,Potri.006G267300,1,0,0.74614,1,popSegDup_10,0.23804
Potri.018G015500,Potri.006G267400,1,0,0.87065,1,popSegDup_10,0.03126
Potri.018G015200,Potri.006G267500,1,0,0.90982,1,popSegDup_10,0.109
Potri.018G013900,Potri.006G267600,1,0,0.9405,1,popSegDup_10,0.0944
Potri.018G013800,Potri.006G267700,1,0,0.83609,1,popSegDup_10,0.20044
Potri.018G013700,Potri.006G267800,1,0,0.98413,1,popSegDup_10,0.03638
Potri.018G013600,Potri.006G267900,1,0,0.66404,1,popSegDup_10,0.13235
Potri.018G013400,Potri.006G268000,1,0,0.86993,1,popSegDup_10,0.07155
Potri.018G011500,Potri.006G268400,1,0,0.77339,1,popSegDup_10,0.13118
Potri.018G009700,Potri.006G270500,1,0,0.74361,1,popSegDup_10,0.1028
Potri.018G009500,Potri.006G270600,1,0,0.69829,1,popSegDup_10,0.12358
Potri.018G009400,Potri.006G270700,1,0,0.93902,1,popSegDup_10,0.07783
Potri.018G009300,Potri.006G270900,1,0,0.86462,1,popSegDup_10,0.08664
Potri.018G009100,Potri.006G272400,1,0,0.6438,1,popSegDup_10,0.25541
Potri.018G009000,Potri.006G272500,1,0,0.85306,1,popSegDup_10,0.09765
Potri.018G008700,Potri.006G272800,1,0,0.85164,1,popSegDup_10,0.1316
Potri.018G008400,Potri.006G272900,1,0,0.91756,1,popSegDup_10,0.09424
Potri.018G008200,Potri.006G273100,1,0,0.66794,1,popSegDup_10,0.13722
Potri.018G007400,Potri.006G273300,1,0,0.96334,1,popSegDup_10,0.09278
Potri.001G120000,Potri.003G113000,1,0,0.90802,1,popSegDup_11,0.06031
Potri.001G120200,Potri.003G112800,1,0,0.85906,1,popSegDup_11,0.17834
Potri.001G120300,Potri.003G112700,1,0,0.94835,1,popSegDup_11,0.06404
Potri.001G120500,Potri.003G112400,1,0,0.80994,1,popSegDup_11,0.08557
Potri.001G120800,Potri.003G112200,1,0,0.81155,1,popSegDup_11,0.18501
Potri.001G121200,Potri.003G112000,1,0,0.63774,1,popSegDup_11,0.09708
Potri.001G121300,Potri.003G111900,1,0,0.73272,1,popSegDup_11,0.06392
Potri.001G121600,Potri.003G111800,1,0,0.82465,1,popSegDup_11,0.13413
Potri.001G121700,Potri.003G111600,1,0,0.87413,1,popSegDup_11,0.06929
Potri.001G122400,Potri.003G111200,1,0,0.72803,1,popSegDup_11,0.08353
Potri.001G122700,NaN,1,0,0.972,1,popSegDup_11,0.09708
Potri.001G122800,Potri.003G110800,1,0,0.76095,1,popSegDup_11,0.09502
NaN,Potri.003G110700,1,0,0.83173,1,popSegDup_11,0.08718
Potri.001G123400,Potri.003G110100,1,0,0.81749,1,popSegDup_11,0.08664
Potri.001G123600,Potri.003G109900,1,0,0.74716,1,popSegDup_11,0.12107
Potri.001G123800,Potri.003G109800,1,0,0.64588,1,popSegDup_11,0.61721
Potri.001G124000,Potri.003G109400,1,0,0.80333,1,popSegDup_11,0.0519
Potri.001G124200,Potri.003G109300,1,0,0.86038,1,popSegDup_11,0.0633
Potri.001G124300,Potri.003G109000,1,0,0.70445,1,popSegDup_11,0.07828
Potri.001G124400,Potri.003G108900,1,0,0.86052,1,popSegDup_11,0.1172
Potri.001G124500,Potri.003G108800,1,0,0.8642,1,popSegDup_11,0.12767
Potri.001G124800,Potri.003G108500,1,0,0.91124,1,popSegDup_11,0.10953
Potri.001G125000,Potri.003G108400,1,0,0.89975,1,popSegDup_11,0.08967
Potri.001G125700,Potri.003G108000,1,0,0.82286,1,popSegDup_11,0.09604
Potri.001G126100,Potri.003G107600,1,0,0.90442,1,popSegDup_11,0.12128
Potri.001G126300,Potri.003G107400,1,0,0.63738,1,popSegDup_11,0.1102
Potri.001G126400,Potri.003G107200,1,0,0.74666,1,popSegDup_11,0.09498
Potri.T173300.1,Potri.003G107000,1,0,0.9239,1,popSegDup_11,0.04351
Potri.001G127100,Potri.003G106600,1,0,0.75476,1,popSegDup_11,0.11254
Potri.001G127300,NaN,1,0,0.86525,1,popSegDup_11,0.03848
Potri.001G127700,Potri.003G106100,1,0,0.66667,1,popSegDup_11,0.08353
NaN,NaN,1,0,0.73765,1,popSegDup_11,0.05561
Potri.001G128200,Potri.003G105600,1,0,0.88342,1,popSegDup_11,0.08276
Potri.001G128300,Potri.003G105500,1,0,0.89366,1,popSegDup_11,0.08353
Potri.001G128500,Potri.003G105400,1,0,0.87401,1,popSegDup_11,0.0551
Potri.001G128800,Potri.003G105200,1,0,0.86247,1,popSegDup_11,0.11898
Potri.001G129000,Potri.003G105000,1,0,0.92088,1,popSegDup_11,0.05967
Potri.001G129100,Potri.003G104900,1,0,0.97289,1,popSegDup_11,0.11647
Potri.001G129700,Potri.003G104200,1,0,0.72462,1,popSegDup_11,0.10382
Potri.001G129800,Potri.003G104400,1,0,0.83106,1,popSegDup_11,0.09329
Potri.001G130200,Potri.003G103700,1,0,0.86869,1,popSegDup_11,0.08017
Potri.001G130500,Potri.003G103400,1,0,0.83953,1,popSegDup_11,0.12181
Potri.001G130600,Potri.003G103300,1,0,0.82421,1,popSegDup_11,0.04882
Potri.001G130700,Potri.003G103200,1,0,0.74449,1,popSegDup_11,0.17484
Potri.001G130800,Potri.003G103100,1,0,0.7276,1,popSegDup_11,0.08623
Potri.001G131000,Potri.003G102800,1,0,0.91489,1,popSegDup_11,0.08082
Potri.001G131400,Potri.003G102400,1,0,0.8791,1,popSegDup_11,0.08353
Potri.001G132100,Potri.003G101300,1,0,0.70122,1,popSegDup_11,0
Potri.001G132600,Potri.003G100800,1,0,0.80392,1,popSegDup_11,0.05338
Potri.001G132800,Potri.003G100700,1,0,0.8617,1,popSegDup_11,0.11316
Potri.001G132900,Potri.003G100600,1,0,0.86745,1,popSegDup_11,0.06367
Potri.001G133200,Potri.003G100200,1,0,0.71472,1,popSegDup_11,1.22837
Potri.001G133400,Potri.003G100100,1,0,0.7619,1,popSegDup_11,0.06908
Potri.001G133600,Potri.003G099900,1,0,0.83631,1,popSegDup_11,0.10034
Potri.001G133800,Potri.003G099800,1,0,0.85039,1,popSegDup_11,0.08353
Potri.001G134000,Potri.003G099400,1,0,0.97059,1,popSegDup_11,0.1812
Potri.001G134100,Potri.003G099300,1,0,0.94982,1,popSegDup_11,0.05721
Potri.001G134300,Potri.003G099100,1,0,0.77719,1,popSegDup_11,0.10776
Potri.001G135200,Potri.003G098400,1,0,0.95734,1,popSegDup_11,0.10293
Potri.001G135500,Potri.003G098100,1,0,0.84411,1,popSegDup_11,0.10382
Potri.001G135800,Potri.003G098000,1,0,0.8,1,popSegDup_11,0.15923
Potri.001G136000,Potri.003G097600,1,0,0.92131,1,popSegDup_11,0.08967
Potri.001G136100,Potri.003G097300,1,0,0.81379,1,popSegDup_11,0.08353
Potri.001G136200,Potri.003G097100,1,0,0.87418,1,popSegDup_11,0.08292
NaN,NaN,1,0,0.63077,1,popSegDup_11,0.24275
Potri.001G136400,Potri.003G096900,1,0,0.90693,1,popSegDup_11,0.12128
Potri.001G136800,Potri.003G096800,1,0,0.9234,1,popSegDup_11,0.20273
Potri.001G137200,Potri.003G096700,1,0,0.79939,1,popSegDup_11,0.10191
Potri.001G137600,Potri.003G096300,1,0,0.80735,1,popSegDup_11,0.04942
Potri.001G137700,Potri.003G096100,1,0,0.83607,1,popSegDup_11,0.10205
Potri.001G137800,Potri.003G096000,1,0,0.82308,1,popSegDup_11,0.084
Potri.001G137900,Potri.003G095900,1,0,0.6891,1,popSegDup_11,0.09814
Potri.001G138000,Potri.003G095700,1,0,0.90237,1,popSegDup_11,0.05004
Potri.001G138200,Potri.003G095600,1,0,0.83099,1,popSegDup_11,0.03924
Potri.001G138400,Potri.003G095400,1,0,0.87434,1,popSegDup_11,0.15114
Potri.001G138500,Potri.003G095300,1,0,0.90196,1,popSegDup_11,0.04351
Potri.001G139500,Potri.003G094500,1,0,0.93541,1,popSegDup_11,0.06767
Potri.001G139600,Potri.003G094400,1,0,0.86687,1,popSegDup_11,0.06596
Potri.001G139800,Potri.003G094300,1,0,0.88393,1,popSegDup_11,0.06358
Potri.001G139900,Potri.003G094200,1,0,0.78766,1,popSegDup_11,0.08471
Potri.001G140000,Potri.003G094100,1,0,0.87903,1,popSegDup_11,0.06956
Potri.001G140200,Potri.003G094000,1,0,0.95626,1,popSegDup_11,0.07421
Potri.001G140300,Potri.003G093900,1,0,0.81518,1,popSegDup_11,0.11984
Potri.001G140800,Potri.003G093600,1,0,0.79118,1,popSegDup_11,0.16271
Potri.001G141100,Potri.003G093200,1,0,0.81975,1,popSegDup_11,0.04169
Potri.001G141200,Potri.003G093100,1,0,0.71186,1,popSegDup_11,0.07708
Potri.001G141400,Potri.003G093000,1,0,0.86413,1,popSegDup_11,0.08215
Potri.001G141500,Potri.003G092800,1,0,0.77459,1,popSegDup_11,0.1757
Potri.001G141600,Potri.003G092700,1,0,0.63474,1,popSegDup_11,0.12891
Potri.001G142000,Potri.003G092400,1,0,0.68872,1,popSegDup_11,0.0725
Potri.001G142100,Potri.003G092300,1,0,0.9025,1,popSegDup_11,0.03705
Potri.001G142200,Potri.003G092200,1,0,0.76617,1,popSegDup_11,0.14813
NaN,Potri.003G092100,1,0,0.76087,1,popSegDup_11,*
Potri.001G142500,Potri.003G091700,1,0,0.83099,1,popSegDup_11,0.21143
Potri.001G142600,Potri.003G091500,1,0,0.915,1,popSegDup_11,0.08082
Potri.001G142700,Potri.003G091400,1,0,0.86434,1,popSegDup_11,0.08017
Potri.001G142800,Potri.003G091300,1,0,0.76254,1,popSegDup_11,0.1072
Potri.001G142900,Potri.003G091200,1,0,0.76134,1,popSegDup_11,0.13285
NaN,NaN,1,0,0.66771,1,popSegDup_11,0.06677
Potri.001G143800,Potri.003G090800,1,0,0.9857,1,popSegDup_11,0.10191
Potri.001G143900,Potri.003G090300,1,0,0.79016,1,popSegDup_11,0.04258
Potri.001G144100,Potri.003G090100,1,0,0.75141,1,popSegDup_11,0.10565
Potri.001G144200,Potri.003G090000,1,0,0.67802,1,popSegDup_11,0.13004
NaN,NaN,1,0,0.88611,1,popSegDup_11,0.16824
Potri.001G144400,Potri.003G089800,1,0,0.75385,1,popSegDup_11,0.12566
NaN,NaN,1,0,0.69683,1,popSegDup_11,0.12223
Potri.001G144500,NaN,1,0,0.90094,1,popSegDup_11,0.11819
Potri.001G144700,Potri.003G089500,1,0,0.6566,1,popSegDup_11,0.10533
Potri.001G144800,Potri.003G089300,1,0,0.91124,1,popSegDup_11,0.10913
Potri.001G145200,Potri.003G088800,1,0,0.75631,1,popSegDup_11,0.08353
Potri.001G145300,Potri.003G088700,1,0,0.88442,1,popSegDup_11,0.06215
Potri.001G145400,Potri.003G088500,1,0,0.7029,1,popSegDup_11,0.07071
Potri.001G145700,Potri.003G088400,1,0,0.90191,1,popSegDup_11,0.08952
Potri.001G145900,Potri.003G088300,1,0,0.63994,1,popSegDup_11,0.11272
Potri.001G146100,Potri.003G087800,1,0,0.83333,1,popSegDup_11,0.10331
Potri.001G1462007,Potri.003G0877004,1,0,0.77071,1,popSegDup_11,0.07271
Potri.001G146400,Potri.003G087600,1,0,0.92624,1,popSegDup_11,0.12409
Potri.001G146600,Potri.003G087500,1,0,0.88489,1,popSegDup_11,0.10853
Potri.001G147200,Potri.003G087000,1,0,0.88722,1,popSegDup_11,0.06503
Potri.001G147300,Potri.003G086900,1,0,0.88506,1,popSegDup_11,0.09403
NaN,NaN,1,0,0.86698,1,popSegDup_11,0.06503
Potri.001G148100,Potri.003G086400,1,0,0.90567,1,popSegDup_11,0.09499
Potri.001G148400,Potri.003G086000,1,0,0.90474,1,popSegDup_11,0.09553
Potri.001G148500,NaN,1,0,0.78228,1,popSegDup_11,0.06677
Potri.016G106100,Potri.006G094100,1,0,0.86689,1,popSegDup_12,0.16345
Potri.016G108800,Potri.006G094300,1,0,0.86264,1,popSegDup_12,0.05666
Potri.016G109100,Potri.006G094600,1,0,0.65659,1,popSegDup_12,0.13919
Potri.016G107200,Potri.006G094900,1,0,0.75951,1,popSegDup_12,0.14384
Potri.016G109300,Potri.006G095000,1,0,0.77447,1,popSegDup_12,0.10034
Potri.016G109700,Potri.006G095300,1,0,0.70144,1,popSegDup_12,0.19602
Potri.016G110100,Potri.006G095500,1,0,0.91429,1,popSegDup_12,0.08276
Potri.016G110300,NaN,1,0,0.64878,1,popSegDup_12,0.03335
NaN,Potri.006G095700,1,0,0.72477,1,popSegDup_12,*
Potri.016G110500,Potri.006G095800,1,0,0.84738,1,popSegDup_12,0.09013
Potri.016G110700,Potri.006G096000,1,0,0.84207,1,popSegDup_12,0.02759
Potri.016G110800,Potri.006G096100,1,0,0.69684,1,popSegDup_12,0.07762
Potri.016G110900,Potri.006G096200,1,0,0.81197,1,popSegDup_12,0.13118
Potri.016G111400,Potri.006G096600,1,0,0.73272,1,popSegDup_12,0.02084
Potri.016G112100,Potri.006G097000,1,0,0.91588,1,popSegDup_12,0.1161
Potri.016G112200,Potri.006G097200,1,0,0.85546,1,popSegDup_12,0.10251
Potri.016G112300,Potri.006G097300,1,0,0.89969,1,popSegDup_12,0.05889
Potri.016G112400,Potri.006G097500,1,0,0.87349,1,popSegDup_12,0.16824
Potri.016G112600,Potri.006G097600,1,0,0.68216,1,popSegDup_12,0.09765
Potri.016G112700,Potri.006G097700,1,0,0.70656,1,popSegDup_12,0.03335
Potri.016G113300,Potri.006G098100,1,0,0.8157,1,popSegDup_12,0.10455
Potri.016G113500,Potri.006G098200,1,0,0.89841,1,popSegDup_12,0.15508
Potri.016G113600,Potri.006G098300,1,0,0.88206,1,popSegDup_12,0.16271
Potri.016G113800,Potri.006G098700,1,0,0.80018,1,popSegDup_12,0.14882
Potri.016G114200,Potri.006G098900,1,0,0.6511,1,popSegDup_12,0.08215
Potri.016G114500,Potri.006G099200,1,0,0.63148,1,popSegDup_12,0.09305
Potri.016G115200,Potri.006G099500,1,0,0.9046,1,popSegDup_12,0.0544
Potri.016G115300,Potri.006G099600,1,0,0.90058,1,popSegDup_12,0.06988
Potri.016G115400,Potri.006G099800,1,0,0.88523,1,popSegDup_12,0.11157
Potri.016G115500,Potri.006G099900,1,0,0.89845,1,popSegDup_12,0.08148
Potri.016G116100,Potri.006G100300,1,0,0.86466,1,popSegDup_12,0.08353
Potri.016G116200,Potri.006G100200,1,0,0.91659,1,popSegDup_12,0.14688
Potri.016G116300,Potri.006G100400,1,0,0.68126,1,popSegDup_12,0.14071
Potri.016G116400,Potri.006G100500,1,0,0.97464,1,popSegDup_12,0.20887
Potri.016G116700,Potri.006G100800,1,0,0.65172,1,popSegDup_12,0.04481
Potri.016G116900,Potri.006G100900,1,0,0.87273,1,popSegDup_12,0.05089
Potri.016G117000,Potri.006G101000,1,0,0.84758,1,popSegDup_12,0.08531
Potri.016G117100,Potri.006G101200,1,0,0.82898,1,popSegDup_12,0.15308
Potri.016G117200,Potri.006G101300,1,0,0.89944,1,popSegDup_12,0.10826
Potri.016G117300,Potri.006G101400,1,0,0.68166,1,popSegDup_12,0.08593
Potri.016G117500,Potri.006G101500,1,0,0.87953,1,popSegDup_12,0.07842
Potri.016G118000,Potri.006G101800,1,0,0.81184,1,popSegDup_12,0.10354
Potri.016G118800,NaN,1,0,0.74332,1,popSegDup_12,*
Potri.016G119300,Potri.006G102000,1,0,0.84661,1,popSegDup_12,0.10034
Potri.016G119400,Potri.006G102100,1,0,0.75766,1,popSegDup_12,0.09116
Potri.016G119800,Potri.006G102400,1,0,0.60299,1,popSegDup_12,0.21766
Potri.016G120100,Potri.006G102500,1,0,0.89515,1,popSegDup_12,0.14219
Potri.016G120800,Potri.006G102600,1,0,0.75723,1,popSegDup_12,0.05268
Potri.016G121400,Potri.006G102800,1,0,0.89036,1,popSegDup_12,0.10215
Potri.016G123500,Potri.006G103200,1,0,0.62197,1,popSegDup_12,0.09881
Potri.016G123600,Potri.006G103300,1,0,0.9427,1,popSegDup_12,0.06798
Potri.016G123800,Potri.006G103400,1,0,0.82321,1,popSegDup_12,0.07977
Potri.016G124000,Potri.006G103600,1,0,0.6311,1,popSegDup_12,0.10382
Potri.016G124100,Potri.006G103700,1,0,0.98349,1,popSegDup_12,0.04056
Potri.016G124700,Potri.006G103900,1,0,0.78532,1,popSegDup_12,0.11819
Potri.016G125300,Potri.006G104000,1,0,0.95143,1,popSegDup_12,0.11157
Potri.016G125400,Potri.006G104100,1,0,0.84026,1,popSegDup_12,0.13515
Potri.016G126300,Potri.006G104300,1,0,0.84245,1,popSegDup_12,0.08231
Potri.016G126400,Potri.006G104400,1,0,0.6239,1,popSegDup_12,0.16824
Potri.016G127900,Potri.006G105000,1,0,0.75152,1,popSegDup_12,0.09305
Potri.016G128100,Potri.006G105100,1,0,0.72417,1,popSegDup_12,0.23067
Potri.016G128300,Potri.006G105300,1,0,0.65973,1,popSegDup_12,0.05939
Potri.016G128400,Potri.006G105400,1,0,0.87761,1,popSegDup_12,0.10523
Potri.T141900.1,Potri.006G105500,1,0,0.75,1,popSegDup_12,0
Potri.016G128900,Potri.006G105700,1,0,0.6423,1,popSegDup_12,0.10473
Potri.016G129100,Potri.006G105900,1,0,0.90446,1,popSegDup_12,0.12976
Potri.016G132000,Potri.006G106600,1,0,0.88445,1,popSegDup_12,0.07897
Potri.016G132200,Potri.006G106800,1,0,0.93413,1,popSegDup_12,0.05813
Potri.016G132600,Potri.006G106900,1,0,0.92715,1,popSegDup_12,0.10853
Potri.016G132900,Potri.006G107000,1,0,0.83634,1,popSegDup_12,0.14976
Potri.016G133400,Potri.006G107300,1,0,0.81474,1,popSegDup_12,0.12891
Potri.016G134000,Potri.006G107600,1,0,0.8085,1,popSegDup_12,0.18256
Potri.016G134200,Potri.006G107700,1,0,0.69965,1,popSegDup_12,0.14596
Potri.016G135100,Potri.006G107900,1,0,0.85463,1,popSegDup_12,0.11382
Potri.016G135200,Potri.006G108000,1,0,0.90649,1,popSegDup_12,0.13838
Potri.016G136400,Potri.006G108200,1,0,0.80919,1,popSegDup_12,0.16824
Potri.016G136500,Potri.006G108300,1,0,0.83536,1,popSegDup_12,0.1072
Potri.016G137000,Potri.006G108600,1,0,0.88621,1,popSegDup_12,0.08353
Potri.016G137200,Potri.006G108700,1,0,0.80593,1,popSegDup_12,0.04228
Potri.016G137300,Potri.006G108800,1,0,0.81048,1,popSegDup_12,0.08655
Potri.016G137700,Potri.006G109000,1,0,0.7763,1,popSegDup_12,0.14516
Potri.016G138000,Potri.006G109200,1,0,0.62327,1,popSegDup_12,0.13566
Potri.016G138100,Potri.006G109300,1,0,0.75623,1,popSegDup_12,0.11647
Potri.016G138300,Potri.006G109400,1,0,0.78883,1,popSegDup_12,0.17415
Potri.016G138500,Potri.006G109700,1,0,0.86847,1,popSegDup_12,0.09518
Potri.016G138600,Potri.006G109900,1,0,0.77696,1,popSegDup_12,0.1066
Potri.016G138700,Potri.006G110000,1,0,0.86022,1,popSegDup_12,0.10922
NaN,NaN,1,0,0.68653,1,popSegDup_12,0.06392
Potri.016G139100,Potri.006G110500,1,0,0.81624,1,popSegDup_12,0.19521
Potri.016G139500,Potri.006G110700,1,0,0.71684,1,popSegDup_12,0.05234
Potri.016G139600,Potri.006G110800,1,0,0.97099,1,popSegDup_12,0.10707
Potri.016G140300,Potri.006G111100,1,0,0.81197,1,popSegDup_12,0.07121
Potri.016G140500,Potri.006G111200,1,0,0.89082,1,popSegDup_12,0.11323
Potri.016G140700,Potri.006G111300,1,0,0.73728,1,popSegDup_12,0.29213
Potri.016G141100,Potri.006G111700,1,0,0.69003,1,popSegDup_12,0.09814
Potri.016G141200,NaN,1,0,0.78639,1,popSegDup_12,0.07421
Potri.016G141300,Potri.006G111900,1,0,0.68762,1,popSegDup_12,0.09836
Potri.016G141400,Potri.006G112000,1,0,0.70297,1,popSegDup_12,0.09116
Potri.016G141600,Potri.006G112100,1,0,0.63571,1,popSegDup_12,0.06531
Potri.016G141700,Potri.006G112200,1,0,0.85783,1,popSegDup_12,0.0927
Potri.016G141900,Potri.006G112400,1,0,0.6,1,popSegDup_12,0.33647
Potri.016G142000,Potri.006G112500,1,0,0.72837,1,popSegDup_12,0.18735
Potri.016G142100,Potri.006G112600,1,0,0.839,1,popSegDup_12,0.09286
Potri.016G142300,Potri.006G112800,1,0,0.76555,1,popSegDup_12,0.08017
Potri.016G142600,Potri.006G113000,1,0,0.83891,1,popSegDup_12,0.09329
Potri.016G142700,Potri.006G113100,1,0,0.9424,1,popSegDup_12,0.13722
Potri.016G142800,Potri.006G113200,1,0,0.88576,1,popSegDup_12,0.12929
Potri.016G142900,Potri.006G113300,1,0,0.94492,1,popSegDup_12,0.08912
Potri.016G143000,Potri.006G113400,1,0,0.83807,1,popSegDup_12,0.05089
Potri.016G143100,Potri.006G113500,1,0,0.74145,1,popSegDup_12,0.19865
Potri.016G143500,Potri.006G113800,1,0,0.75,1,popSegDup_12,0.1159
NaN,NaN,1,0,0.86235,1,popSegDup_12,0.07155
Potri.016G143600,Potri.006G113900,1,0,0.8155,1,popSegDup_12,0.12058
Potri.T138100.1,Potri.006G114200,1,0,0.66325,1,popSegDup_12,0.13235
Potri.016G144000,Potri.006G114300,1,0,0.6664,1,popSegDup_12,0.12566
Potri.016G144100,Potri.006G114400,1,0,0.8344,1,popSegDup_12,0.12621
Potri.009G142800,Potri.004G182800,1,0,0.96209,1,popSegDup_13,0.0829
Potri.009G142900,Potri.004G182900,1,0,0.74912,1,popSegDup_13,0.15048
Potri.009G143000,Potri.004G183100,1,0,0.92391,1,popSegDup_13,0.08683
Potri.009G143100,Potri.004G183200,1,0,0.78682,1,popSegDup_13,0.04691
Potri.009G143200,Potri.004G183300,1,0,0.69205,1,popSegDup_13,0.07708
Potri.009G143400,Potri.004G183600,1,0,0.82333,1,popSegDup_13,0.06908
Potri.009G143700,Potri.004G183900,1,0,0.82906,1,popSegDup_13,0.10811
Potri.009G143800,Potri.004G184000,1,0,0.75342,1,popSegDup_13,0.12891
Potri.009G144000,Potri.004G184200,1,0,0.82195,1,popSegDup_13,0.05199
Potri.009G144100,Potri.004G184300,1,0,0.69565,1,popSegDup_13,0.15269
NaN,NaN,1,0,0.66033,1,popSegDup_13,0.10565
Potri.009G144300,Potri.004G184500,1,0,0.74068,1,popSegDup_13,0.01515
Potri.009G144600,Potri.004G184700,1,0,0.72757,1,popSegDup_13,0.12128
Potri.009G144800,Potri.004G184900,1,0,0.912,1,popSegDup_13,0.07866
Potri.009G144900,Potri.004G185000,1,0,0.89226,1,popSegDup_13,0.13936
Potri.009G145200,Potri.004G185200,1,0,0.67531,1,popSegDup_13,0.03924
Potri.009G145400,Potri.004G185300,1,0,0.86204,1,popSegDup_13,0.0546
Potri.009G146200,Potri.004G185800,1,0,0.64706,1,popSegDup_13,0.18634
Potri.009G146800,Potri.004G186400,1,0,0.81238,1,popSegDup_13,0.07421
Potri.009G147000,Potri.004G186600,1,0,0.98,1,popSegDup_13,0.18051
Potri.009G147500,Potri.004G186900,1,0,0.73404,1,popSegDup_13,0.03705
Potri.009G147700,Potri.004G187000,1,0,0.75325,1,popSegDup_13,0.06531
NaN,NaN,1,0,0.82012,1,popSegDup_13,0.17415
Potri.009G148100,NaN,1,0,0.60472,1,popSegDup_13,0.03126
Potri.009G148300,Potri.004G187600,1,0,0.89567,1,popSegDup_13,0.08847
NaN,Potri.004G187800,1,0,0.98286,1,popSegDup_13,0.06258
Potri.009G148600,Potri.004G187900,1,0,0.89605,1,popSegDup_13,0.08531
Potri.009G148800,Potri.004G188100,1,0,0.90958,1,popSegDup_13,0.20273
Potri.009G148900,Potri.004G188200,1,0,0.63452,1,popSegDup_13,*
Potri.009G149000,Potri.004G188300,1,0,0.65957,1,popSegDup_13,0.07562
Potri.009G149200,Potri.004G188600,1,0,0.74171,1,popSegDup_13,0.23689
Potri.009G149300,Potri.004G188700,1,0,0.89333,1,popSegDup_13,*
Potri.009G149400,Potri.004G188800,1,0,0.6548,1,popSegDup_13,0.06358
Potri.009G149700,Potri.004G189000,1,0,0.94123,1,popSegDup_13,0.10331
Potri.009G150000,Potri.004G189200,1,0,0.68163,1,popSegDup_13,0.02778
Potri.009G150300,Potri.004G189700,1,0,0.89115,1,popSegDup_13,0.07881
Potri.009G150500,Potri.004G189800,1,0,0.90833,1,popSegDup_13,0.11157
Potri.009G150600,Potri.004G189900,1,0,0.95711,1,popSegDup_13,0.12307
Potri.009G151500,Potri.004G190400,1,0,0.85281,1,popSegDup_13,0.09853
Potri.009G151600,Potri.004G190500,1,0,0.61224,1,popSegDup_13,0.07421
Potri.009G151700,Potri.004G190600,1,0,0.77951,1,popSegDup_13,0.14633
Potri.009G152600,Potri.004G190800,1,0,0.8937,1,popSegDup_13,0.07071
Potri.009G152800,Potri.004G190900,1,0,0.93497,1,popSegDup_13,0.12509
Potri.009G153800,Potri.004G191300,1,0,0.71653,1,popSegDup_13,0.21989
Potri.009G155400,Potri.004G193300,1,0,0.88379,1,popSegDup_13,0.12566
Potri.009G156000,Potri.004G193700,1,0,0.77769,1,popSegDup_13,0.13413
Potri.009G156500,Potri.004G194200,1,0,0.87407,1,popSegDup_13,0.03031
Potri.009G157000,Potri.004G194400,1,0,0.92687,1,popSegDup_13,0.13785
Potri.009G157100,Potri.004G194600,1,0,0.89831,1,popSegDup_13,0.13118
Potri.009G157400,Potri.004G195300,1,0,0.93782,1,popSegDup_13,0.08828
Potri.009G157500,Potri.004G195400,1,0,0.82701,1,popSegDup_13,0.12256
Potri.009G157700,Potri.004G195800,1,0,0.91005,1,popSegDup_13,0.16635
Potri.009G158000,Potri.004G195900,1,0,0.6671,1,popSegDup_13,0.15923
Potri.009G158400,Potri.004G196300,1,0,0.89939,1,popSegDup_13,0.09573
Potri.009G158600,Potri.004G196400,1,0,0.77574,1,popSegDup_13,0.11379
Potri.009G158700,Potri.004G196500,1,0,1,1,popSegDup_13,0.14384
Potri.009G158800,Potri.004G196600,1,0,0.93464,1,popSegDup_13,0.10034
Potri.009G158900,Potri.004G197600,1,0,0.69948,1,popSegDup_13,0.20555
Potri.009G159000,Potri.004G197700,1,0,0.68199,1,popSegDup_13,0.18676
Potri.009G159200,Potri.004G197400,1,0,0.84275,1,popSegDup_13,0.13191
Potri.009G159800,Potri.004G197100,1,0,0.86699,1,popSegDup_13,0.09787
Potri.009G159900,Potri.004G197000,1,0,0.89703,1,popSegDup_13,0.11062
Potri.009G160100,Potri.004G196800,1,0,0.80939,1,popSegDup_13,0.0995
